Zancada,Método,Fase,Inicio_fase,Fin_fase,Duración_fase,Inicio_zancada_CSV,Duración_zancada_CSV,Inicio_zancada_video,Duración_zancada_video
19,CSV,Mid-swing,00:28.861,00:29.044,00:00.183,00:27.907,00:01.308,00:28.183,00:01.333
19,CSV,Terminal swing,00:29.044,00:29.214,00:00.170,00:27.907,00:01.308,00:28.183,00:01.333
19,Video,Heel strike - Loading response,00:28.182,00:28.316,00:00.133,00:27.907,00:01.308,00:28.183,00:01.333
19,Video,Mid-stance,00:28.316,00:28.582,00:00.266,00:27.907,00:01.308,00:28.183,00:01.333
19,Video,Terminal stance,00:28.582,00:28.849,00:00.266,00:27.907,00:01.308,00:28.183,00:01.333
19,Video,Pre-swing,00:28.849,00:28.982,00:00.133,00:27.907,00:01.308,00:28.183,00:01.333
19,Video,Toe-off,00:28.982,00:29.156,00:00.173,00:27.907,00:01.308,00:28.183,00:01.333
19,Video,Mid-swing,00:29.156,00:29.342,00:00.186,00:27.907,00:01.308,00:28.183,00:01.333
19,Video,Terminal swing,00:29.342,00:29.515,00:00.173,00:27.907,00:01.308,00:28.183,00:01.333
20,CSV,Heel strike - Loading response,00:29.214,00:29.345,00:00.130,00:29.215,00:01.308,00:29.516,00:01.299
20,CSV,Mid-stance,00:29.345,00:29.607,00:00.261,00:29.215,00:01.308,00:29.516,00:01.299
20,CSV,Terminal stance,00:29.607,00:29.868,00:00.261,00:29.215,00:01.308,00:29.516,00:01.299
20,CSV,Pre-swing,00:29.868,00:29.999,00:00.130,00:29.215,00:01.308,00:29.516,00:01.299
20,CSV,Toe-off,00:29.999,00:30.169,00:00.170,00:29.215,00:01.308,00:29.516,00:01.299
20,CSV,Mid-swing,00:30.169,00:30.352,00:00.183,00:29.215,00:01.308,00:29.516,00:01.299
20,CSV,Terminal swing,00:30.352,00:30.522,00:00.170,00:29.215,00:01.308,00:29.516,00:01.299
20,Video,Heel strike - Loading response,00:29.515,00:29.645,00:00.129,00:29.215,00:01.308,00:29.516,00:01.299
20,Video,Mid-stance,00:29.645,00:29.905,00:00.259,00:29.215,00:01.308,00:29.516,00:01.299
20,Video,Terminal stance,00:29.905,00:30.165,00:00.259,00:29.215,00:01.308,00:29.516,00:01.299
20,Video,Pre-swing,00:30.165,00:30.295,00:00.129,00:29.215,00:01.308,00:29.516,00:01.299
20,Video,Toe-off,00:30.295,00:30.464,00:00.168,00:29.215,00:01.308,00:29.516,00:01.299
20,Video,Mid-swing,00:30.464,00:30.646,00:00.181,00:29.215,00:01.308,00:29.516,00:01.299
20,Video,Terminal swing,00:30.646,00:30.815,00:00.168,00:29.215,00:01.308,00:29.516,00:01.299
