Zancada,Método,Fase,Inicio_fase,Fin_fase,Duración_fase,Inicio_zancada_CSV,Duración_zancada_CSV,Inicio_zancada_video,Duración_zancada_video
20,Video,Mid-swing,00:30.476852,00:30.659707,00:00.182854,00:29.671875,00:01.328125,00:29.523400,00:01.306100
20,Video,Terminal swing,00:30.659707,00:30.829499,00:00.169793,00:29.671875,00:01.328125,00:29.523400,00:01.306100
21,CSV,Heel strike - Loading response,00:31.000000,00:31.145313,00:00.145313,00:31.000000,00:01.453125,00:30.829500,00:01.393900
21,CSV,Mid-stance,00:31.145313,00:31.435938,00:00.290625,00:31.000000,00:01.453125,00:30.829500,00:01.393900
21,CSV,Terminal stance,00:31.435938,00:31.726562,00:00.290625,00:31.000000,00:01.453125,00:30.829500,00:01.393900
21,CSV,Pre-swing,00:31.726562,00:31.871876,00:00.145313,00:31.000000,00:01.453125,00:30.829500,00:01.393900
21,CSV,Toe-off,00:31.871876,00:32.060782,00:00.188906,00:31.000000,00:01.453125,00:30.829500,00:01.393900
21,CSV,Mid-swing,00:32.060782,00:32.264220,00:00.203438,00:31.000000,00:01.453125,00:30.829500,00:01.393900
21,CSV,Terminal swing,00:32.264220,00:32.453125,00:00.188906,00:31.000000,00:01.453125,00:30.829500,00:01.393900
21,Video,Heel strike - Loading response,00:30.829499,00:30.968890,00:00.139390,00:31.000000,00:01.453125,00:30.829500,00:01.393900
21,Video,Mid-stance,00:30.968890,00:31.247669,00:00.278780,00:31.000000,00:01.453125,00:30.829500,00:01.393900
21,Video,Terminal stance,00:31.247669,00:31.526450,00:00.278780,00:31.000000,00:01.453125,00:30.829500,00:01.393900
21,Video,Pre-swing,00:31.526450,00:31.665839,00:00.139390,00:31.000000,00:01.453125,00:30.829500,00:01.393900
21,Video,Toe-off,00:31.665839,00:31.847046,00:00.181207,00:31.000000,00:01.453125,00:30.829500,00:01.393900
21,Video,Mid-swing,00:31.847046,00:32.042192,00:00.195146,00:31.000000,00:01.453125,00:30.829500,00:01.393900
21,Video,Terminal swing,00:32.042192,00:32.223399,00:00.181207,00:31.000000,00:01.453125,00:30.829500,00:01.393900
23,CSV,Heel strike - Loading response,00:33.859375,00:33.995313,00:00.135938,00:33.859375,00:01.359375,00:33.627500,00:01.558500
23,CSV,Mid-stance,00:33.995313,00:34.267187,00:00.271875,00:33.859375,00:01.359375,00:33.627500,00:01.558500
23,CSV,Terminal stance,00:34.267187,00:34.539062,00:00.271875,00:33.859375,00:01.359375,00:33.627500,00:01.558500
23,CSV,Pre-swing,00:34.539062,00:34.675001,00:00.135938,00:33.859375,00:01.359375,00:33.627500,00:01.558500
23,CSV,Toe-off,00:34.675001,00:34.851720,00:00.176719,00:33.859375,00:01.359375,00:33.627500,00:01.558500
23,CSV,Mid-swing,00:34.851720,00:35.042033,00:00.190313,00:33.859375,00:01.359375,00:33.627500,00:01.558500
23,CSV,Terminal swing,00:35.042033,00:35.218752,00:00.176719,00:33.859375,00:01.359375,00:33.627500,00:01.558500
23,Video,Heel strike - Loading response,00:33.627499,00:33.783349,00:00.155850,00:33.859375,00:01.359375,00:33.627500,00:01.558500
23,Video,Mid-stance,00:33.783349,00:34.095050,00:00.311700,00:33.859375,00:01.359375,00:33.627500,00:01.558500
23,Video,Terminal stance,00:34.095050,00:34.406750,00:00.311700,00:33.859375,00:01.359375,00:33.627500,00:01.558500
23,Video,Pre-swing,00:34.406750,00:34.562600,00:00.155850,00:33.859375,00:01.359375,00:33.627500,00:01.558500
23,Video,Toe-off,00:34.562600,00:34.765205,00:00.202605,00:33.859375,00:01.359375,00:33.627500,00:01.558500
